AnimalID,NameBinary,NameLen,NameFreq,AnimalTypeBinary,AgeuponOutcomeProc,AgePrec,Month,Day,Hour,TimeOfDayPrec,YearPeriodPrec,Weekday,DayName,Intact,Sex,BreedPrec,ColorPrec,OutcomeTypePrec
A668803,1,8,2,1,60,1,1,11,17,3,1,1,5,1,0,40,27,1
A675983,0,3,10916,0,240,2,4,3,15,2,3,0,3,0,0,106,26,5
A684825,1,4,10,0,30,1,8,6,14,2,4,0,2,0,1,106,27,5
A667828,0,3,10916,0,120,1,11,26,14,2,2,0,1,0,0,106,27,5
A707611,1,5,31,0,60,1,7,31,12,2,4,0,4,0,0,106,5,1
A677885,1,9,1,1,730,3,5,12,14,2,3,0,0,0,0,60,20,4
A675622,0,3,10916,1,120,1,4,4,15,2,3,0,4,1,1,40,3,1
A720143,0,3,10916,0,365,2,2,8,19,3,1,0,0,0,1,106,25,5
A701793,0,3,10916,0,90,1,7,16,11,2,4,0,3,1,0,50,14,1
A682824,0,3,10916,0,60,1,7,8,14,2,4,0,1,0,1,106,27,5
A711494,1,7,3,0,120,1,12,24,10,1,5,0,3,1,0,106,13,1
A686319,1,4,96,1,1825,5,6,14,12,2,4,1,6,1,1,91,25,1
A671251,1,5,13,1,730,3,1,23,14,2,1,0,3,1,0,60,20,4
A684978,0,3,10916,0,14,1,7,31,13,2,4,0,3,0,0,106,25,5
A689449,1,5,1,0,60,1,11,18,11,2,2,0,1,1,0,106,27,1
A715812,0,3,10916,1,300,2,11,15,18,3,2,1,6,1,0,79,6,1
A681003,0,3,10916,1,730,3,6,17,13,2,4,0,1,1,1,41,27,5
A715346,1,6,1,1,300,2,11,9,17,3,2,0,0,1,0,9,2,1
A683732,0,3,10916,0,28,1,7,25,16,3,4,0,4,0,1,106,26,5
A679956,1,5,31,1,365,3,6,8,16,3,4,1,6,1,1,97,20,4
A695297,1,8,3,0,210,2,1,19,17,3,1,0,0,1,0,106,25,1
A695950,1,6,4,1,730,3,2,13,14,2,1,0,4,1,0,60,25,1
A694278,1,3,10,1,2555,5,1,2,16,3,1,0,4,1,0,11,27,5
A707887,1,7,4,0,60,1,7,22,18,3,4,0,2,1,1,106,25,1
A710227,1,9,20,0,4380,5,8,24,18,3,4,0,0,1,1,106,27,3
A686918,1,5,2,1,1095,3,9,2,14,2,2,0,1,0,0,97,3,5
A693739,1,4,74,0,90,1,12,19,11,2,5,0,4,1,0,106,27,5
A711807,1,4,88,1,730,3,10,23,18,3,2,0,4,1,0,75,11,1
A677157,1,5,83,1,4380,5,4,22,16,3,3,0,1,0,0,37,1,4
A697921,1,2,2,1,365,3,3,16,12,2,1,0,0,1,0,37,27,1
A686691,0,3,10916,1,1095,3,8,29,16,3,4,0,4,1,1,37,1,5
A678627,1,7,1,0,30,1,5,25,17,3,3,1,6,1,0,106,23,1
A698117,0,3,10916,1,6,1,3,6,9,1,1,0,4,2,2,37,2,5
A656110,1,6,9,1,270,2,11,22,17,3,2,0,4,1,0,28,3,4
A690723,1,7,1,0,60,1,11,23,18,3,2,1,6,1,0,114,27,1
A678099,1,9,6,1,730,3,6,10,17,3,4,0,2,1,1,5,6,3
A717989,1,5,12,1,2555,5,12,28,17,3,5,0,0,1,1,73,2,4
A673784,1,7,1,1,120,1,3,10,16,3,1,0,0,1,1,37,26,5
A699927,1,6,4,0,3650,4,5,26,15,2,3,0,1,1,1,106,13,1
A671889,1,7,1,1,1825,5,2,27,16,3,1,0,3,1,0,79,6,4
A697627,1,4,128,1,730,3,3,1,16,3,1,1,6,1,0,41,22,1
A685945,1,4,28,1,1825,5,9,20,15,2,2,1,5,1,1,79,6,1
A689951,1,6,11,0,150,1,10,15,17,3,2,0,2,1,1,50,19,1
A699499,0,3,10916,0,365,2,4,1,18,3,3,0,2,1,1,106,27,1
A715735,1,4,5,1,365,3,11,13,12,2,2,0,4,0,1,41,24,5
A688501,1,6,11,0,120,1,12,18,13,2,5,0,3,1,1,109,27,5
A672263,1,5,148,1,730,3,2,13,17,3,1,0,3,1,0,27,2,5
A672744,1,3,47,1,1095,3,4,17,17,3,3,0,3,0,1,7,27,3
A701165,0,3,10916,0,28,1,4,24,17,3,3,0,4,0,1,107,26,5
A702973,0,3,10916,0,21,1,5,19,18,3,3,0,1,2,2,106,27,5
A705338,0,3,10916,0,21,1,6,17,12,2,4,0,2,0,0,106,4,5
A696609,1,5,11,1,730,3,7,11,13,2,4,1,5,1,0,41,27,5
A714481,1,5,21,1,365,3,11,8,19,3,2,1,6,1,1,7,25,1
A685178,0,3,10916,0,14,1,8,3,17,3,4,1,6,0,1,106,26,5
A689596,0,3,10916,1,730,3,10,10,14,2,2,0,4,1,1,18,2,1
A714546,1,5,18,1,270,2,10,26,12,2,2,0,0,0,1,5,11,4
A671352,1,5,5,1,1095,3,1,26,15,2,1,1,6,1,1,36,25,1
A705656,1,8,1,0,30,1,6,26,9,1,4,0,4,0,0,106,4,3
A695943,1,6,33,1,730,3,2,8,14,2,1,1,6,1,1,11,3,1
A719517,0,3,10916,0,730,2,1,26,19,3,1,0,1,1,1,106,25,5
A682535,0,3,10916,1,120,1,7,4,18,3,4,0,4,1,1,80,25,5
A713263,1,7,5,1,1095,3,10,16,17,3,2,0,4,0,1,76,25,4
A681679,1,7,26,1,365,3,12,5,17,3,5,0,4,1,1,60,25,5
A687906,1,5,1,0,30,1,9,25,18,3,2,0,3,0,1,109,25,5
A678536,1,5,16,1,365,3,5,17,13,2,3,1,5,1,0,79,2,1
A718585,0,3,10916,1,60,1,1,7,12,2,1,0,3,1,1,37,27,5
A543073,1,11,1,1,3285,5,5,11,18,3,3,0,0,1,0,25,25,4
A697959,1,5,7,1,730,3,5,31,18,3,3,1,6,1,1,60,25,1
A715378,1,5,83,1,180,1,11,21,11,2,2,1,5,1,0,37,2,1
A697281,0,3,10916,1,90,1,3,3,13,2,1,0,1,1,1,25,3,1
A681576,1,6,2,1,30,1,7,7,16,3,4,0,0,1,1,40,22,1
A716400,1,8,2,1,365,3,11,24,0,4,2,0,1,0,0,79,27,5
A677460,1,5,5,1,730,3,5,16,14,2,3,0,4,1,0,60,26,1
A675049,1,4,4,1,1095,3,3,22,16,3,1,1,5,1,0,37,27,4
A710655,1,5,5,0,60,1,10,10,14,2,2,1,5,0,1,50,16,1
A660046,1,5,18,1,730,3,3,9,17,3,1,1,6,1,0,28,26,4
A660910,1,4,1,1,730,3,10,24,12,2,2,0,3,1,1,98,25,4
A686377,0,3,10916,1,60,1,8,25,17,3,4,0,0,1,1,80,25,1
A679631,1,6,19,0,4380,5,7,14,18,3,4,0,0,1,0,114,4,3
A671682,0,3,10916,0,730,2,1,30,13,2,1,0,3,1,1,106,26,5
A695654,1,4,2,1,240,2,1,27,14,2,1,0,1,0,0,37,27,3
A718566,1,8,1,0,3650,4,1,12,9,1,1,0,1,0,0,106,25,3
A680351,1,6,58,0,60,1,7,7,15,2,4,0,0,1,1,109,13,1
A680506,1,5,1,1,90,1,6,7,17,3,4,1,5,1,1,79,24,1
A650694,1,4,3,1,365,3,12,18,14,2,5,0,2,1,1,63,26,4
A681414,0,3,10916,0,730,2,6,18,9,1,4,0,2,0,0,106,4,5
A714972,1,6,3,0,60,1,11,29,19,3,2,1,6,1,1,106,26,1
A682833,1,4,47,0,90,1,9,13,18,3,2,1,5,1,0,50,16,1
A698953,0,3,10916,1,2555,5,3,25,17,3,1,0,2,1,0,73,2,1
A696584,1,7,1,1,730,3,3,7,15,2,1,1,5,1,0,80,25,1
A690020,1,3,34,1,120,1,10,15,18,3,2,0,2,0,0,7,25,4
A716340,1,7,1,0,60,1,12,1,17,3,5,0,1,1,0,106,25,1
A707004,1,6,33,0,90,1,9,5,12,2,2,1,5,1,1,106,2,1
A667031,1,4,47,0,730,2,12,20,12,2,5,0,4,1,0,101,2,5
A667129,1,6,2,0,180,1,12,8,19,3,5,1,6,1,0,106,27,1
A700119,0,3,10916,0,4,1,4,8,15,2,3,0,2,0,0,106,5,5
A676270,0,3,10916,0,90,1,7,12,17,3,4,1,5,1,0,106,25,1
A684362,1,5,195,0,150,1,11,11,17,3,2,0,1,1,0,50,4,1
A712984,1,5,37,0,60,1,10,8,13,2,2,0,3,1,1,106,13,5
A688544,1,4,41,0,30,1,9,24,15,2,2,0,2,0,0,106,25,5
A663346,1,4,3,1,365,3,11,10,18,3,2,1,6,1,0,60,27,3
A665221,0,3,10916,1,30,1,10,29,11,2,2,0,1,0,1,97,25,5
A667366,0,3,10916,1,1095,3,11,17,18,3,2,1,6,1,0,79,27,4
A657652,1,5,19,1,1095,3,6,3,11,2,4,0,1,1,1,36,27,1
A611032,1,8,1,1,2190,5,8,5,16,3,4,0,1,0,1,91,3,4
A707464,1,7,1,1,240,2,7,26,14,2,4,1,6,0,1,60,2,1
A687966,0,3,10916,0,120,1,9,17,14,2,2,0,2,1,1,106,25,1
A643703,1,7,3,1,1095,3,3,11,12,2,1,0,1,1,1,37,1,4
A668595,0,3,10916,1,28,1,12,13,11,2,5,0,4,0,1,79,3,4
A716197,1,5,30,0,60,1,1,3,17,3,1,1,6,1,0,106,5,4
A713418,0,3,10916,1,60,1,10,7,8,1,2,0,2,0,1,97,24,5
A711562,1,4,1,1,365,3,9,8,18,3,2,0,1,0,1,24,27,3
A716766,1,6,60,1,1825,5,11,24,16,3,2,0,1,1,1,37,27,4
A616576,1,4,128,1,2555,5,12,26,12,2,5,1,5,1,0,99,3,4
A705109,0,3,10916,0,60,1,6,29,17,3,4,0,0,1,0,114,26,1
A663819,1,4,60,1,1095,3,11,11,18,3,2,0,2,1,1,60,27,4
A689629,0,3,10916,0,30,1,10,11,17,3,2,1,5,0,0,106,5,1
A713084,1,5,1,1,2190,5,10,5,17,3,2,0,0,1,1,73,24,1
A699468,1,4,16,1,60,1,4,3,16,3,3,0,4,0,0,37,22,5
A700335,1,10,1,1,730,3,7,4,8,1,4,1,5,1,1,60,2,3
A713668,0,3,10916,0,14,1,10,10,17,3,2,1,5,2,2,106,13,5
A695428,0,3,10916,0,365,2,1,16,9,1,1,0,4,0,0,106,27,5
A653055,1,4,14,1,730,3,2,1,12,2,1,1,6,1,0,80,27,4
A682724,1,6,4,0,60,1,7,13,19,3,4,1,6,1,1,106,27,1
A713886,1,6,13,0,60,1,10,19,20,4,2,0,0,1,1,106,13,1
A668396,0,3,10916,0,2920,4,12,3,18,3,5,0,1,1,1,50,14,3
A717176,0,3,10916,1,7,1,12,3,16,3,5,0,3,2,2,37,2,5
A707573,1,6,6,1,4380,5,7,15,13,2,4,0,2,1,1,79,2,4
A690543,1,7,9,1,365,3,3,25,13,2,1,0,2,1,0,60,22,4
A704459,1,4,4,1,4015,5,6,6,16,3,4,1,5,1,0,30,21,4
A687643,0,3,10916,0,14,1,9,8,16,3,2,0,0,0,0,106,26,5
A675640,1,6,2,1,730,3,4,10,11,2,3,0,3,1,1,97,27,4
A694435,1,3,59,1,730,3,1,6,16,3,1,0,1,1,1,97,27,5
A668653,1,5,3,1,730,3,11,5,14,2,2,0,3,1,1,79,27,1
A705804,1,5,67,1,1095,3,6,23,11,2,4,0,1,1,1,79,25,4
A706506,0,3,10916,0,5,1,6,30,12,2,4,0,1,2,2,106,27,5
A702756,0,3,10916,0,21,1,5,17,19,3,3,1,6,0,1,106,2,3
A674264,0,3,10916,1,300,2,3,14,17,3,1,0,4,1,0,18,3,1
A665741,1,4,14,0,2555,4,1,20,14,2,1,0,0,1,0,106,25,4
A510475,1,4,65,1,2555,5,7,4,17,3,4,0,4,1,1,60,11,4
A641103,1,6,25,1,1095,3,12,26,15,2,5,1,5,0,1,11,27,4
A660275,1,4,128,1,730,3,11,4,15,2,2,0,0,1,0,30,27,4
A716089,0,3,10916,0,730,2,12,8,19,3,5,0,1,1,1,109,26,4
A717706,1,5,1,1,365,3,12,13,14,2,5,1,6,1,0,37,11,4
A716729,1,5,32,0,150,1,12,13,16,3,5,1,6,1,0,106,23,1
A690333,0,3,10916,0,240,2,10,20,9,1,2,0,0,2,2,106,27,5
A688552,1,6,33,0,90,1,12,18,14,2,5,0,3,0,1,114,25,1
A698495,1,6,14,1,365,3,3,27,14,2,1,0,4,1,1,79,6,1
A658728,1,4,6,0,120,1,11,9,17,3,2,1,5,1,0,109,4,1
A672515,0,3,10916,0,365,2,2,12,15,2,1,0,2,0,1,106,21,5
A686675,1,7,3,1,365,3,11,14,16,3,2,0,4,1,1,60,6,5
A707682,1,6,3,0,60,1,8,21,15,2,4,0,4,1,1,106,27,1
A667942,1,6,75,1,240,2,12,1,19,3,5,1,6,1,0,37,27,1
A709224,0,3,10916,0,365,2,8,7,9,1,4,0,4,0,0,106,23,5
A687003,1,5,67,1,1825,5,11,12,18,3,2,0,3,1,1,79,21,4
A711255,0,3,10916,1,28,1,9,4,17,3,2,0,4,0,0,79,2,5
A680426,1,4,3,1,1095,3,6,2,16,3,4,0,0,1,0,37,1,4
A697537,1,5,37,1,1095,3,11,5,14,2,2,0,3,1,0,60,27,1
A695905,1,3,2,1,60,1,1,26,17,3,1,0,0,1,0,97,3,1
A705731,1,4,6,1,90,1,6,24,15,2,4,0,2,0,1,60,2,5
A700025,1,5,82,1,3650,5,4,9,15,2,3,0,3,0,0,79,27,4
A624771,1,4,8,1,1825,5,1,26,17,3,1,0,1,1,1,73,6,4
A715798,0,3,10916,0,28,1,11,11,11,2,2,0,2,0,1,106,25,5
A526641,1,4,17,1,2555,5,3,22,15,2,1,1,6,1,1,11,25,5
A695768,1,8,3,1,365,3,1,22,14,2,1,0,3,1,0,76,28,4
A709277,1,7,8,0,90,1,8,16,18,3,4,1,6,0,1,106,13,1
A586923,1,5,51,0,1460,3,3,18,14,2,1,0,2,1,1,106,27,4
A682900,1,5,30,1,1095,3,2,26,15,2,1,0,3,0,0,18,2,4
A671435,1,5,9,1,30,1,3,8,17,3,1,1,5,1,1,79,25,1
A701297,0,3,10916,0,14,1,4,27,13,2,3,0,0,0,0,106,25,5
A711800,0,3,10916,0,14,1,9,12,14,2,2,1,5,2,2,106,25,5
A707972,0,3,10916,0,6,1,7,21,12,2,4,0,1,2,2,106,25,5
A697766,1,5,51,1,365,3,3,1,11,2,1,1,6,1,0,97,6,4
A665644,0,3,10916,0,28,1,10,21,11,2,2,0,0,0,0,106,23,5
A664059,1,6,7,0,2920,4,10,2,13,2,2,0,2,1,0,53,26,4
A676752,1,5,23,0,30,1,4,15,16,3,3,0,1,0,0,106,4,5
A720466,1,4,16,1,3650,5,2,16,11,2,1,0,1,1,1,11,27,4
A716110,1,5,3,0,120,1,11,17,18,3,2,0,1,1,1,116,21,4
A703750,1,1,2,1,1095,3,6,2,17,3,4,0,1,1,1,80,3,4
A696236,1,5,29,1,730,3,2,11,17,3,1,0,2,0,1,40,27,5
A670716,1,5,29,1,2920,5,1,13,15,2,1,0,0,1,0,97,9,4
A673103,1,5,58,1,1095,3,3,5,18,3,1,0,2,1,0,25,2,1
A688281,1,4,48,1,270,2,4,20,18,3,3,0,0,1,1,38,11,1
A666109,1,3,16,0,90,1,10,30,14,2,2,0,2,1,1,106,13,1
A700948,0,3,10916,1,3285,5,4,22,16,3,3,0,2,2,2,75,6,3
A689384,1,5,18,1,365,3,11,8,16,3,2,1,5,1,1,38,25,1
A671054,1,5,22,0,120,1,1,21,16,3,1,0,1,1,0,106,13,1
A679167,0,3,10916,0,1460,3,5,17,11,2,3,1,5,0,1,106,13,3
A702935,1,5,28,1,730,3,5,19,18,3,3,0,1,1,0,79,2,4
A680027,0,3,10916,1,14,1,6,7,12,2,4,1,5,0,1,60,25,5
A691171,1,6,50,0,60,1,11,24,18,3,2,0,0,1,1,106,21,1
A693032,1,7,1,0,3650,4,12,22,16,3,5,0,0,1,1,109,13,1
A663585,1,4,37,0,60,1,10,2,18,3,2,0,2,0,0,106,27,5
A586222,1,6,8,1,1095,3,7,21,14,2,4,0,0,1,1,79,2,4
A692591,1,3,12,0,2190,3,12,4,12,2,5,0,3,1,1,106,2,5
A675402,1,6,65,1,2555,5,4,16,12,2,3,0,2,1,0,99,25,5
A700765,1,3,43,0,60,1,6,4,10,1,4,0,3,1,0,106,23,1
A657197,1,5,1,0,120,1,10,9,13,2,2,0,2,1,1,106,25,1
A715843,1,4,7,1,1825,5,11,30,13,2,2,0,0,1,1,37,25,5
A691568,1,3,16,1,2190,5,11,8,17,3,2,1,5,1,1,79,27,4
A665953,0,3,10916,0,2920,4,10,24,18,3,2,0,3,1,1,109,27,3
A681155,1,4,3,1,730,3,12,11,17,3,5,0,3,1,1,40,6,3
A714509,0,3,10916,0,60,1,10,27,13,2,2,0,1,1,1,45,14,1
A702846,0,3,10916,1,120,1,5,25,16,3,3,0,0,1,0,71,11,1
A685087,0,3,10916,0,365,2,8,2,9,1,4,1,5,2,2,106,27,3
A718953,0,3,10916,1,60,1,1,13,17,3,1,0,2,1,1,24,27,1
A668708,1,3,10,0,1825,3,12,27,15,2,5,0,4,1,1,106,25,1
A703243,0,3,10916,0,60,1,5,27,12,2,3,0,2,1,0,106,27,5
A706454,1,6,3,0,1095,3,6,29,18,3,4,0,0,1,1,106,2,4
A668697,1,11,1,1,1095,3,6,25,18,3,4,0,3,1,1,97,3,4
A717656,0,3,10916,1,1095,3,12,22,13,2,5,0,1,1,0,79,6,1
A681176,1,4,6,0,30,1,6,15,12,2,4,1,6,0,0,106,25,5
A663020,1,4,23,1,60,1,10,19,17,3,2,1,5,1,0,79,27,1
A717029,1,6,4,0,730,2,12,19,18,3,5,1,5,1,0,106,2,1
A717056,1,5,22,0,1460,3,12,2,15,2,5,0,2,1,1,106,26,4
A705794,1,5,12,0,21,1,7,1,9,1,4,0,2,0,1,45,8,2
A695093,1,7,1,1,2555,5,2,19,18,3,1,0,3,1,1,91,25,1
A707083,1,5,17,0,60,1,7,17,14,2,4,0,4,0,0,114,4,5
A670540,1,9,7,1,1460,5,1,14,17,3,1,0,1,1,0,74,2,1
A687554,1,4,26,0,60,1,10,7,16,3,2,0,1,1,1,109,25,5
A715898,0,3,10916,0,730,2,11,16,18,3,2,0,0,2,2,106,4,5
A709799,0,3,10916,1,30,1,8,14,13,2,4,0,4,0,0,7,27,5
A680245,1,8,1,0,1095,3,6,3,18,3,4,0,1,1,1,106,27,1
A681404,1,5,7,0,90,1,6,28,13,2,4,1,5,1,0,106,25,1
A666083,0,3,10916,0,28,1,10,26,16,3,2,1,5,0,1,106,13,3
A711832,0,3,10916,1,30,1,9,17,9,1,2,0,3,0,0,97,11,5
A719849,1,4,1,1,150,1,2,7,12,2,1,1,6,1,0,37,27,5
A683147,1,7,1,0,60,1,7,13,17,3,4,1,6,1,0,106,4,1
A680380,0,3,10916,0,30,1,7,11,16,3,4,0,4,0,1,106,25,2
A716898,1,4,10,1,730,3,12,12,12,2,5,1,5,1,0,37,2,1
A666137,1,3,7,1,4380,5,11,15,17,3,2,0,4,1,0,80,3,1
A693627,1,6,1,1,730,3,12,15,9,1,5,0,0,1,1,97,25,4
A717028,1,4,43,1,270,2,12,1,16,3,5,0,1,0,1,28,20,4
A561786,1,5,9,1,3285,5,6,1,13,2,4,1,6,1,0,80,2,4
A694394,1,5,37,1,730,3,1,5,16,3,1,0,0,1,0,28,24,1
A705347,1,4,15,0,60,1,7,16,12,2,4,0,3,1,0,106,25,1
A688254,1,4,88,1,150,1,9,21,12,2,2,1,6,1,0,7,27,1
A710692,1,7,4,1,120,1,8,31,11,2,4,0,0,1,0,18,6,1
A699314,0,3,10916,0,14,1,3,25,14,2,1,0,2,2,2,106,25,5
A718492,1,6,32,1,60,1,1,9,19,3,1,1,5,1,1,37,27,1
A687303,0,3,10916,0,14,1,9,3,12,2,2,0,2,1,1,106,17,5
A689090,1,6,2,1,60,1,10,5,17,3,2,1,6,1,1,80,25,1
A701193,1,3,5,0,60,1,6,16,8,1,4,0,1,1,1,106,27,1
A701656,0,3,10916,0,21,1,5,2,18,3,3,1,5,0,1,106,25,5
A712861,1,4,9,0,120,1,10,7,12,2,2,0,2,1,1,106,27,5
A693761,1,5,67,1,730,3,12,18,18,3,5,0,3,1,1,79,25,1
A681539,1,5,4,0,4380,5,7,8,14,2,4,0,1,1,1,106,27,5
A593726,1,5,47,1,730,3,12,19,15,2,5,0,3,1,0,80,6,4
A670643,1,4,40,1,730,3,1,26,12,2,1,1,6,1,1,37,25,4
A682762,1,5,16,1,1095,3,7,2,18,3,4,0,2,0,0,60,26,4
A683352,0,3,10916,1,60,1,7,13,17,3,4,1,6,1,0,24,9,1
A673275,1,6,26,1,1095,3,3,19,15,2,1,0,2,0,1,60,26,3
A679058,1,8,26,1,1825,5,5,16,12,2,3,0,4,1,0,37,27,4
A693059,1,5,2,1,240,2,5,3,13,2,3,1,6,1,1,98,26,1
A684998,1,4,4,0,3650,4,1,30,18,3,1,0,4,1,1,106,27,1
A682578,0,3,10916,1,30,1,7,23,16,3,4,0,2,0,0,73,27,5
A695371,1,6,3,1,365,3,1,19,12,2,1,0,0,1,0,97,1,1
A707260,1,5,9,1,2190,5,7,17,18,3,4,0,4,1,1,97,9,1
A701537,1,5,195,0,1095,3,7,5,17,3,4,1,6,1,0,106,25,1
A691647,1,5,30,0,60,1,11,18,19,3,2,0,1,1,1,106,25,1
A720615,1,6,7,1,180,1,2,12,18,3,1,0,4,1,0,7,27,4
A666565,1,3,12,1,365,3,11,26,18,3,2,0,1,0,0,60,26,1
A694848,0,3,10916,1,14,1,1,20,14,2,1,0,1,0,0,97,27,5
A673652,1,5,6,1,730,3,3,28,14,2,1,0,4,1,1,94,27,5
A703267,0,3,10916,0,21,1,5,22,14,2,3,0,4,2,2,106,4,5
A689729,0,3,10916,0,150,1,10,10,9,1,2,0,4,0,1,106,27,5
A667398,0,3,10916,0,365,2,11,21,15,2,2,0,3,0,0,106,4,5
A687252,1,5,30,1,365,3,9,3,13,2,2,0,2,1,0,71,17,5
A695690,1,7,23,0,365,2,1,21,13,2,1,0,2,1,0,106,26,4
A717907,0,3,10916,1,60,1,12,21,19,3,5,0,0,1,1,40,6,1
A681932,1,7,18,0,60,1,6,25,17,3,4,0,2,1,0,106,4,1
A664945,0,3,10916,1,3650,5,10,15,12,2,2,0,1,0,1,41,2,3
A657904,1,8,16,1,730,3,7,23,14,2,4,0,2,1,0,7,2,1
A670155,1,6,18,1,90,1,1,6,17,3,1,0,0,1,1,97,6,1
A686404,0,3,10916,0,14,1,8,21,14,2,4,0,3,2,2,106,2,5
A711802,0,3,10916,0,14,1,9,12,14,2,2,1,5,2,2,106,25,5
A688226,0,3,10916,1,365,3,9,20,18,3,2,1,5,1,0,79,6,1
A535012,1,5,6,1,2555,5,9,8,11,2,2,0,0,1,1,73,27,4
A660604,1,5,5,0,60,1,10,21,16,3,2,0,0,1,1,106,21,1
A683456,1,9,1,1,730,3,7,21,18,3,4,0,0,0,0,37,2,5
A721025,1,6,35,1,4380,5,2,20,12,2,1,1,5,1,1,37,18,4
A705505,0,3,10916,0,28,1,6,18,17,3,4,0,3,0,1,106,2,5
A715502,1,6,2,0,60,1,11,29,16,3,2,1,6,1,0,106,27,1
A683654,0,3,10916,1,365,3,7,19,10,1,4,1,5,1,1,60,25,3
A716802,1,5,25,0,60,1,1,6,8,1,1,0,2,1,0,106,23,1
A681563,0,3,10916,0,30,1,6,19,13,2,4,0,3,0,0,106,23,5
A679384,0,3,10916,1,60,1,5,24,17,3,3,1,5,1,0,97,22,1
A705433,0,3,10916,1,30,1,6,22,16,3,4,0,0,0,1,80,3,3
A683392,1,5,1,1,365,3,7,21,11,2,4,0,0,1,1,97,25,5
A683817,1,6,7,0,365,2,2,7,0,4,1,1,6,1,1,106,13,5
A690588,1,4,19,1,365,3,11,1,13,2,2,1,5,1,1,97,26,4
A704672,1,7,24,1,30,1,8,1,17,3,4,1,5,1,1,74,27,1
A701434,0,3,10916,1,30,1,5,3,12,2,3,1,6,0,0,79,25,5
A681972,0,3,10916,0,60,1,6,29,14,2,4,1,6,1,1,50,14,1
A702984,0,3,10916,0,365,2,5,20,9,1,3,0,2,0,1,106,27,5
A663997,1,6,13,0,730,2,12,8,23,4,5,1,6,1,1,106,13,5
A711472,1,4,3,0,60,1,9,20,11,2,2,1,6,1,1,106,13,1
A695687,1,5,5,1,730,3,1,20,17,3,1,0,1,1,1,28,2,4
A697554,1,5,7,1,120,1,3,2,18,3,1,0,0,1,1,18,25,1
A694674,1,5,10,1,365,3,1,27,19,3,1,0,1,1,0,40,27,1
A664593,1,9,1,1,730,3,10,9,13,2,2,0,2,1,0,79,25,1
A719307,1,5,1,0,210,2,1,20,18,3,1,0,2,1,1,106,26,1
A705519,1,5,1,1,365,3,6,20,14,2,4,1,5,1,1,75,25,4
A689744,0,3,10916,1,1095,3,10,14,17,3,2,0,1,1,1,28,27,1
A676154,1,6,15,1,180,1,4,12,11,2,3,1,5,0,1,35,25,5
A713410,1,5,148,1,1095,3,10,7,11,2,2,0,2,0,0,79,27,4
A700056,1,6,1,1,365,3,5,31,0,4,3,1,6,1,0,60,25,5
A689897,1,9,14,1,730,3,10,18,14,2,2,1,5,1,0,7,27,1
A687423,1,4,7,1,300,2,9,14,15,2,2,1,6,0,1,97,26,5
A694865,1,4,6,1,60,1,1,6,15,2,1,0,1,0,0,25,27,5
A718299,1,5,7,1,1825,5,2,13,18,3,1,1,5,1,0,60,25,1
A680305,1,7,1,1,60,1,8,13,10,1,4,0,2,1,1,7,9,1
A674160,1,3,10,0,3650,4,3,28,17,3,1,0,4,1,0,106,23,3
A642711,1,5,1,1,730,3,11,26,12,2,2,0,1,1,1,60,2,5
A665445,1,3,174,1,120,1,10,31,13,2,2,0,3,1,1,37,25,1
A687378,1,5,4,0,365,2,5,3,16,3,3,1,6,1,0,106,2,1
A675416,1,6,1,1,365,3,4,1,13,2,3,0,1,1,0,13,2,4
A666731,1,8,2,1,180,1,12,1,16,3,5,1,6,1,0,37,27,1
A699613,1,5,34,0,1095,3,4,6,16,3,3,0,0,1,0,106,2,5
A688594,0,3,10916,1,60,1,10,4,14,2,2,1,5,1,0,79,27,1
A710122,0,3,10916,0,365,2,8,19,9,1,4,0,2,2,2,106,27,5
A665579,1,5,21,0,60,1,11,4,15,2,2,0,0,1,1,106,27,5
A678709,1,6,1,0,120,1,8,12,8,1,4,0,1,1,1,114,21,1
A698216,1,5,8,0,365,2,10,18,18,3,2,1,6,1,0,50,14,1
A690256,1,4,29,1,365,3,10,30,15,2,2,0,3,1,0,60,2,3
A711134,1,7,57,1,730,3,9,3,18,3,2,0,3,1,1,80,25,4
A719354,1,6,1,0,180,1,1,21,11,2,1,0,3,1,0,109,26,1
A689347,1,4,3,0,30,1,10,13,14,2,2,0,0,0,1,114,13,5
A683437,0,3,10916,0,30,1,7,12,15,2,4,1,5,0,1,106,25,5
A691943,1,6,8,0,120,1,2,12,18,3,1,0,3,1,1,106,27,1
A680552,1,5,16,0,60,1,6,28,13,2,4,1,5,0,0,106,27,1
A708817,1,10,1,1,240,2,8,10,18,3,4,0,0,1,0,37,27,1
A694190,1,8,1,0,4380,5,12,27,11,2,5,1,5,1,1,106,13,3
A478579,1,7,6,1,4380,5,3,7,17,3,1,0,4,1,0,73,25,3
A713897,0,3,10916,0,21,1,10,15,12,2,2,0,3,0,0,50,2,5
A705521,1,4,2,1,365,3,6,19,14,2,4,0,4,1,1,99,27,4
A705654,1,10,14,0,30,1,6,26,9,1,4,0,4,0,0,106,13,3
A612816,1,4,42,1,1825,5,11,15,11,2,2,1,5,1,0,18,2,1
A683518,0,3,10916,1,2920,5,7,22,16,3,4,0,1,0,0,79,25,5
A680524,1,5,83,1,2920,5,7,10,11,2,4,0,3,1,0,60,6,5
A717718,1,6,42,1,365,3,12,20,12,2,5,1,6,1,0,7,2,1
A699353,1,4,15,1,730,3,4,2,13,2,3,0,3,1,1,10,11,5
